"tcs_no","main","midblock_route","side_one_route","side_two_route","activation_date","latitude","longitude","count_date","peak_eight_hr_vehicle_volume","peak_eight_hr_pedestrian_volume"
1675," JANE ST "," 35m NORTH OF "," MARSHLYNN AVE ","",1994-12-20T00:00:00.0000000,43.70472,-79.50427,2013-11-25T00:00:00.0000000,17020,1342
1676," BLOOR ST W ",""," GREEN LANES "," PRIVATE ACCESS ",1994-11-03T00:00:00.0000000,43.64422,-79.5256,2012-05-28T00:00:00.0000000,13882,1637
1678," AVENUE RD "," 150m SOUTH OF "," CARIBOU RD "," PRIVATE ACCESS ",1994-09-01T00:00:00.0000000,43.71961,-79.41486,2017-04-06T00:00:00.0000000,20887,79
1679," WESTON RD ",""," GARYRAY DR ","",1994-10-06T00:00:00.0000000,43.76769,-79.54592,2016-10-25T00:00:00.0000000,11656,148
1680," O CONNOR DR ",""," CURITY AVE "," PRIVATE ACCESS ",1994-12-21T00:00:00.0000000,43.70793,-79.31106,2009-10-26T00:00:00.0000000,15499,487
1681," ST CLAIR AVE E ",""," PLAXTON DR ","",1994-09-22T00:00:00.0000000,43.70768,-79.30263,2016-12-14T00:00:00.0000000,12213,246
1682," WELLINGTON ST W ",""," BLUE JAYS WAY ","",1994-09-29T00:00:00.0000000,43.6447334,-79.39178,2015-06-22T00:00:00.0000000,6090,7101
1683," BATHURST ST ",""," LENNOX ST ","",1994-10-18T00:00:00.0000000,43.66385,-79.41068,2014-06-03T00:00:00.0000000,15950,3252
1684," KENNEDY RD ",""," NORCAP AVE ","",1994-11-02T00:00:00.0000000,43.79722,-79.29432,2009-12-01T00:00:00.0000000,17153,138
1685," MIDDLEFIELD RD ",""," INGLETON BLVD "," PASSMORE AVE ",1995-01-11T00:00:00.0000000,43.82739,-79.26524,2016-03-09T00:00:00.0000000,11917,175
1686," SHEPPARD AVE E ",""," IDAGROVE GT "," PRIVATE ACCESS ",1994-10-11T00:00:00.0000000,43.80734,-79.17552,2014-04-03T00:00:00.0000000,7182,311
1687," ELLESMERE RD ",""," MEADOWVALE RD ","",1994-07-28T00:00:00.0000000,43.7925,-79.16354,2016-02-27T00:00:00.0000000,5216,222
1688," BLOOR ST W ",""," GLENDONWYNNE RD "," PRIVATE ACCESS ",1994-10-25T00:00:00.0000000,43.65164,-79.47408,2017-01-12T00:00:00.0000000,11287,4580
1689," LAKE SHORE BLVD W ",""," THIRTEENTH ST ","",1994-08-12T00:00:00.0000000,43.59935,-79.51186,2014-02-04T00:00:00.0000000,8594,644
1690," STEELES AVE E ",""," PICKERING TOWN LINE ","",1994-12-15T00:00:00.0000000,43.85545,-79.17025,2011-04-18T00:00:00.0000000,12685,0
1691," QUEEN ST W ",""," YORK ST ","",1995-01-25T00:00:00.0000000,43.6512,-79.38491,2016-11-10T00:00:00.0000000,8557,7961
1692," WARDEN AVE ",""," CANADIAN RD "," PRIVATE ACCESS ",1995-12-10T00:00:00.0000000,43.7585,-79.30002,2015-05-05T00:00:00.0000000,22133,313
1693," DREWRY AVE ",""," HILDA AVE ","",1997-06-17T00:00:00.0000000,43.78565,-79.42409,2012-05-16T00:00:00.0000000,9696,923
1694," WESTON RD ",""," KING ST "," KING STREET CRES ",1995-06-27T00:00:00.0000000,43.70139,-79.52065,2012-01-16T00:00:00.0000000,9264,1341
1695," MEADOWVALE RD ",""," 401 C E MEADOWVALE RD RAMP ","",1998-05-13T00:00:00.0000000,43.7982635,-79.1659546,2012-11-29T00:00:00.0000000,8454,17
1696," LAWRENCE AVE E "," 165m WEST OF "," MARKHAM RD "," PRIVATE ACCESS ",1998-09-23T00:00:00.0000000,43.75931,-79.22774,2012-06-25T00:00:00.0000000,20575,1025
1697," HARBORD ST ",""," MONTROSE AVE ","",1995-08-16T00:00:00.0000000,43.65952,-79.41952,2012-05-24T00:00:00.0000000,8060,1215
1698," GERRARD ST E ",""," MARJORY AVE ","",1995-08-24T00:00:00.0000000,43.66881,-79.33754,2017-05-15T00:00:00.0000000,8796,2347
1699," WILLIAM R ALLEN RD ",""," DUFFERIN ST "," KENNARD AVE ",1995-08-11T00:00:00.0000000,43.75953,-79.46498,2012-02-14T00:00:00.0000000,26863,199
1700," MCLEVIN AVE ",""," SEWELLS RD ","",1995-10-26T00:00:00.0000000,43.81057,-79.21392,2012-02-22T00:00:00.0000000,5420,817
1701," MIDLAND AVE ",""," PRUDENTIAL DR "," PRIVATE ACCESS ",1995-08-28T00:00:00.0000000,43.7497,-79.26445,2016-12-14T00:00:00.0000000,11310,365
1702," PROGRESS AVE ",""," WILLIAM KITCHEN RD ","",1998-11-13T00:00:00.0000000,43.7702065,-79.27873,2017-06-05T00:00:00.0000000,13077,438
1703," KENNEDY RD ",""," ANTRIM CRES "," PRIVATE ACCESS ",1998-04-06T00:00:00.0000000,43.77174,-79.28323,2012-11-13T00:00:00.0000000,30654,770
1704," BRIMLEY RD ",""," CHILLERY AVE ","",1995-08-10T00:00:00.0000000,43.74036,-79.2499,2016-12-15T00:00:00.0000000,10557,187
1705," PARK HOME AVE ",""," BEECROFT RD ","",1995-03-01T00:00:00.0000000,43.76854,-79.41629,2013-05-13T00:00:00.0000000,13398,1427
1706," PARK HOME AVE ",""," SENLAC RD ","",1995-03-02T00:00:00.0000000,43.76641,-79.4257,2011-09-26T00:00:00.0000000,8577,660
1707," LAWRENCE AVE W ",""," APEX RD "," GOOD SHEPHERD CRT ",1995-12-28T00:00:00.0000000,43.71332,-79.45857,2011-07-28T00:00:00.0000000,15450,535
1708," TAPSCOTT RD ",""," WASHBURN WAY "," PRIVATE ACCESS ",1995-12-06T00:00:00.0000000,43.8045,-79.22421,2012-04-17T00:00:00.0000000,6144,2752
1709," DANFORTH RD "," 45m NORTH OF "," GLENSHEPHARD DR ","",1996-05-14T00:00:00.0000000,43.73101,-79.2506,2016-05-26T00:00:00.0000000,10651,77
1710," STEELES AVE E ",""," FERRIER ST ","",1996-12-19T00:00:00.0000000,43.81843,-79.3299,2008-03-20T00:00:00.0000000,27754,227
1711," MCCOWAN RD "," 210m SOUTH OF "," ALTON TOWERS CRCL ","",1995-11-29T00:00:00.0000000,43.82508,-79.27514,2015-05-04T00:00:00.0000000,11373,850
1712," ST CLAIR AVE W ",""," GLENHOLME AVE ","",1995-07-20T00:00:00.0000000,43.67895,-79.43867,2010-01-14T00:00:00.0000000,6392,1398
1714," LAWRENCE AVE E ",""," OVERTURE RD ","",1996-06-26T00:00:00.0000000,43.76549,-79.19946,2010-12-14T00:00:00.0000000,13299,233
1715," ISLINGTON AVE ",""," SATTERLY RD "," PRIVATE ACCESS ",1995-11-16T00:00:00.0000000,43.75848,-79.57064,2014-04-29T00:00:00.0000000,11973,174
1716," KING ST W ",""," TECUMSETH ST ","",1995-08-30T00:00:00.0000000,43.64342,-79.40524,2015-09-30T00:00:00.0000000,9966,4831
1717," BLOOR ST W ",""," INDIAN RD ","",1995-08-30T00:00:00.0000000,43.65539,-79.45696,2017-01-12T00:00:00.0000000,12445,1648
1718," ST CLAIR AVE E ",""," WESTBOURNE AVE ","",1995-10-19T00:00:00.0000000,43.70945,-79.29292,2012-12-13T00:00:00.0000000,14074,421
1719," MIDLAND AVE ",""," BROADBENT AVE "," WAINFLEET RD ",1995-10-04T00:00:00.0000000,43.73895,-79.25995,2016-12-14T00:00:00.0000000,10201,659
1720," O CONNOR DR ",""," DOHME AVE ","",1995-11-17T00:00:00.0000000,43.71057,-79.30898,2017-06-15T00:00:00.0000000,13329,476
1721," DUPONT ST ",""," HAMMOND PL "," PRIVATE ACCESS ",1996-04-10T00:00:00.0000000,43.67218,-79.4187546,2016-04-27T00:00:00.0000000,12582,822
1722," KENNEDY RD ",""," FORBES RD "," PRIVATE ACCESS ",1996-10-12T00:00:00.0000000,43.75542,-79.27714,2009-11-05T00:00:00.0000000,19181,887
1723," YORK MILLS RD "," 120m EAST OF "," YONGE ST "," PRIVATE ACCESS ",1995-12-07T00:00:00.0000000,43.74438,-79.40526,2012-07-17T00:00:00.0000000,14132,872
1724," MILNER AVE ",""," PROGRESS AVE ","",1995-12-01T00:00:00.0000000,43.79021,-79.23415,2011-03-01T00:00:00.0000000,14371,402
1725," COLLEGE ST ",""," HURON ST ","",1996-08-01T00:00:00.0000000,43.65826,-79.39817,2017-01-17T00:00:00.0000000,10110,7346
1726," BATHURST ST "," 65m NORTH OF "," COCKSFIELD AVE ","",1996-07-10T00:00:00.0000000,43.75739,-79.43892,2009-05-26T00:00:00.0000000,18171,271
1727," JANE ST "," 360m NORTH OF "," SHOREHAM DR ","",1996-10-23T00:00:00.0000000,43.77111,-79.5209,2010-04-01T00:00:00.0000000,13069,222
1728," NEILSON RD ",""," CROW TRL ","",1996-08-22T00:00:00.0000000,43.81224,-79.2257,2018-01-25T00:00:00.0000000,9110,506
1729," KEELE ST ",""," HUMBERSIDE AVE ","",1998-05-20T00:00:00.0000000,43.66166,-79.46294,2011-10-03T00:00:00.0000000,10494,708
1730," EGLINTON AVE W ",""," MATHESON BLVD ","",1997-09-07T00:00:00.0000000,43.66821,-79.58681,2012-03-22T00:00:00.0000000,17831,2
1731," JANE ST "," 55m NORTH OF "," SAN ROMANOWAY "," PRIVATE ACCESS ",1999-09-08T00:00:00.0000000,43.75949,-79.51822,2008-10-14T00:00:00.0000000,15030,1458
1732," MARKHAM RD ",""," PASSMORE AVE ","",1996-06-06T00:00:00.0000000,43.83059,-79.25065,2016-03-09T00:00:00.0000000,23372,47
1733," JARVIS ST ",""," MAITLAND PL "," MAITLAND ST ",1996-07-09T00:00:00.0000000,43.66524,-79.37788,2016-11-01T00:00:00.0000000,14043,3347
1734," FINCH AVE E "," 220m EAST OF "," BIRCHMOUNT RD ","",1996-07-25T00:00:00.0000000,43.79965,-79.3034,2012-10-30T00:00:00.0000000,13963,175
1735," STEELES AVE W ",""," MURRAY ROSS PKWY "," PRIVATE ACCESS ",2000-03-05T00:00:00.0000000,43.77642,-79.51704,2015-05-13T00:00:00.0000000,22814,181
1736," PROGRESS AVE "," 310m EAST OF "," MARKHAM RD "," PRIVATE ACCESS ",1996-08-26T00:00:00.0000000,43.78391,-79.23182,2012-08-13T00:00:00.0000000,7913,341
1737," THE QUEENSWAY ",""," GRAND AVE ","",2004-02-12T00:00:00.0000000,43.62815,-79.49457,2008-02-13T00:00:00.0000000,12464,110
1738," WILSON AVE ",""," RIDLEY BLVD ","",1996-06-27T00:00:00.0000000,43.73939,-79.42384,2009-02-02T00:00:00.0000000,13738,1092
1739," MORNINGSIDE AVE ",""," TEFFT RD ","",1996-08-28T00:00:00.0000000,43.77272,-79.18781,2016-03-02T00:00:00.0000000,9566,268
1740," ORIOLE PKWY ",""," KILBARRY RD ","",1996-10-31T00:00:00.0000000,43.6954842,-79.4024,2016-04-13T00:00:00.0000000,18852,467
1741," FINCH AVE E "," 190m EAST OF "," BRIDLETOWNE CRCL ","",1996-08-27T00:00:00.0000000,43.7981,-79.30994,2012-11-06T00:00:00.0000000,15402,101
1742," EGLINTON AVE E ",""," ROSEMOUNT DR "," PRIVATE ACCESS ",1996-11-29T00:00:00.0000000,43.73089,-79.27387,2011-03-07T00:00:00.0000000,19446,763
1743," HARBORD ST ",""," SHAW ST ","",1996-08-28T00:00:00.0000000,43.65903,-79.42187,2012-06-05T00:00:00.0000000,7429,1545
1744," COXWELL AVE ",""," PLAINS RD ","",1996-08-30T00:00:00.0000000,43.69596,-79.32878,2016-05-05T00:00:00.0000000,9473,1771
1745," QUEEN ST W ",""," SORAUREN AVE ","",1996-10-01T00:00:00.0000000,43.63976,-79.44095,2015-06-09T00:00:00.0000000,7495,1527
1746," KING ST E ",""," SUMACH ST ","",1996-10-24T00:00:00.0000000,43.65561,-79.3584,2015-08-17T00:00:00.0000000,6068,1153
1747," LAKE SHORE BLVD W ",""," LOWER SIMCOE ST ","",1997-06-14T00:00:00.0000000,43.6402855,-79.3833847,2012-10-06T00:00:00.0000000,7069,1587
1748," EGLINTON AVE W ",""," OLD FOREST HILL RD ","",1996-11-26T00:00:00.0000000,43.70152,-79.42314,2013-07-10T00:00:00.0000000,15671,860
1749," BRIMLEY RD "," 255m SOUTH OF "," SHEPPARD AVE E ","",1996-11-12T00:00:00.0000000,43.7854424,-79.26717,2016-12-15T00:00:00.0000000,11962,13
1750," FINCH AVE W "," 280m WEST OF "," SENTINEL RD ","",1996-10-29T00:00:00.0000000,43.7603,-79.50335,2010-02-24T00:00:00.0000000,20537,262
1751," DORIS AVE ",""," GREENFIELD AVE ","",1996-12-23T00:00:00.0000000,43.76394,-79.40862,2013-05-13T00:00:00.0000000,10340,2845
1752," LESLIE ST ",""," ESTHER SHINER BLVD "," PRIVATE ACCESS ",1997-09-30T00:00:00.0000000,43.76945,-79.3643,2014-05-03T00:00:00.0000000,27587,271
1753," PHARMACY AVE ",""," ROSSCOWAN GT "," PRIVATE ACCESS ",1996-12-20T00:00:00.0000000,43.7854271,-79.32181,2018-02-06T00:00:00.0000000,9768,517
1754," SHEPPARD AVE E ",""," MURISON BLVD ","",1996-12-24T00:00:00.0000000,43.79924,-79.21294,2012-04-17T00:00:00.0000000,8689,106
1755," YORK ST ",""," BREMNER BLVD ","",1997-06-14T00:00:00.0000000,43.64297,-79.38147,2016-10-04T00:00:00.0000000,15023,12237
1756," KENNEDY RD ",""," COWDRAY CRT ","",1997-03-26T00:00:00.0000000,43.78062,-79.28694,2009-11-05T00:00:00.0000000,24995,116
1757," KEELE ST ",""," WEST TORONTO ST "," PRIVATE ACCESS ",1997-04-02T00:00:00.0000000,43.67005,-79.46646,2012-11-15T00:00:00.0000000,15305,767
1758," ELLESMERE RD ",""," BIRKDALE RD "," PRIVATE ACCESS ",1997-09-18T00:00:00.0000000,43.76896,-79.26651,2016-04-05T00:00:00.0000000,17317,180
1759," KINGSTON RD ",""," PARKCREST DR ","",1997-09-15T00:00:00.0000000,43.73597,-79.22027,2009-12-07T00:00:00.0000000,20101,361
1760," SPADINA AVE ",""," SUSSEX AVE ","",1997-07-27T00:00:00.0000000,43.66466,-79.40273,2011-11-15T00:00:00.0000000,10680,2639
1761," SPADINA AVE ",""," WILLCOCKS ST ","",1997-07-22T00:00:00.0000000,43.6613,-79.4014,2010-01-11T00:00:00.0000000,9628,5235
1762," KENNEDY RD ",""," RANSTONE GDNS "," PRIVATE ACCESS ",1997-03-27T00:00:00.0000000,43.7421761,-79.27205,2009-11-10T00:00:00.0000000,14562,776
1763," MCNICOLL AVE ",""," DYNAMIC DR ","",1997-09-26T00:00:00.0000000,43.8232841,-79.25362,2016-08-18T00:00:00.0000000,7738,68
1764," STEELES AVE W ",""," GERRY FITZGERALD DR "," FUTURITY GATE ",2004-07-28T00:00:00.0000000,43.78621,-79.47471,2015-05-13T00:00:00.0000000,24942,646
1765," ROYAL YORK RD ",""," EDENBRIDGE DR ","",1997-10-30T00:00:00.0000000,43.67012,-79.52136,2015-06-04T00:00:00.0000000,12434,86
1766," BAYVIEW AVE "," 380m SOUTH OF "," POST RD "," PRIVATE ACCESS ",1997-08-28T00:00:00.0000000,43.73304,-79.38124,2011-05-19T00:00:00.0000000,26528,172
1767," DUFFERIN ST ",""," ASCOT AVE ","",1997-08-25T00:00:00.0000000,43.68016,-79.44393,2016-04-12T00:00:00.0000000,12211,649
1768," AVENUE RD ",""," CARMICHAEL AVE ","",1997-11-27T00:00:00.0000000,43.73758,-79.4206,2012-04-19T00:00:00.0000000,20973,714
1769," AVENUE RD ",""," LYTTON BLVD ","",1997-08-26T00:00:00.0000000,43.71398,-79.41185,2017-04-06T00:00:00.0000000,20236,128
1770," AVENUE RD ",""," HILLHURST BLVD ","",1997-08-27T00:00:00.0000000,43.7121,-79.41167,2012-03-26T00:00:00.0000000,16685,438
1771," ISLINGTON AVE ",""," CENTRAL PARK RDWY "," CORDOVA AVE ",1997-09-24T00:00:00.0000000,43.6484,-79.52505,2014-04-24T00:00:00.0000000,17848,1330
1772," WILLOWDALE AVE ",""," BYNG AVE ","",1997-07-11T00:00:00.0000000,43.77855,-79.40581,2010-10-18T00:00:00.0000000,10548,672
1773," ALNESS ST ",""," MARTIN ROSS AVE ","",1997-12-16T00:00:00.0000000,43.77428,-79.47337,2009-03-09T00:00:00.0000000,10105,76
1774," ALNESS ST ",""," SUPERTEST RD ","",1997-12-16T00:00:00.0000000,43.77683,-79.47444,2009-03-03T00:00:00.0000000,9463,57
1775," ELLESMERE RD ",""," PRINCIPAL RD ","",1997-11-19T00:00:00.0000000,43.7626076,-79.29471,2016-04-05T00:00:00.0000000,20900,269
1776," TAPSCOTT RD ",""," BLACKWELL AVE "," PRIVATE ACCESS ",1997-03-12T00:00:00.0000000,43.8055534,-79.22086,2011-04-27T00:00:00.0000000,5901,792
1777," DUFFERIN ST ",""," GERRY FITZGERALD DR "," PRIVATE ACCESS ",2004-07-28T00:00:00.0000000,43.78384,-79.47014,2013-07-30T00:00:00.0000000,19133,923
1778," NEILSON RD ",""," LIVONIA PL "," PURPLEDUSK TRL ",1997-12-17T00:00:00.0000000,43.78555,-79.20623,2018-01-31T00:00:00.0000000,9464,274
1779," LAWRENCE AVE W ",""," RALPH ST "," PRIVATE ACCESS ",1997-11-18T00:00:00.0000000,43.7011,-79.5121,2011-06-23T00:00:00.0000000,13103,1585
1780," FINCH AVE E "," 35m EAST OF "," WINLOCK PK ","",1997-10-23T00:00:00.0000000,43.78417,-79.39552,2016-11-30T00:00:00.0000000,16397,195
1781," DUNDAS ST W ",""," MONTROSE AVE ","",1998-08-13T00:00:00.0000000,43.6503,-79.41595,2012-04-17T00:00:00.0000000,11987,1216
1782," DON MILLS RD ",""," AU LARGE BLVD ","",1998-07-01T00:00:00.0000000,43.79648,-79.35519,2011-01-25T00:00:00.0000000,16364,695
1783," BEECROFT RD ",""," ELMHURST AVE ","",1997-04-12T00:00:00.0000000,43.7626534,-79.41379,2013-05-02T00:00:00.0000000,10844,1092
1784," LAKE SHORE BLVD W "," 350m NORTHEAST OF "," PARK LAWN RD "," PRIVATE ACCESS ",1997-05-12T00:00:00.0000000,43.62601,-79.4797,2016-10-06T00:00:00.0000000,12520,316
1785," MARTIN GROVE RD ",""," NOTTINGHILL GT "," WINTERTON DR ",1997-11-13T00:00:00.0000000,43.67243,-79.56223,2014-04-10T00:00:00.0000000,8033,361
1786," SHEPPARD AVE E ",""," GRAND MARSHALL DR "," WATER TOWER GT ",1998-10-03T00:00:00.0000000,43.80314,-79.19488,2011-04-07T00:00:00.0000000,16800,273
1787," MORNINGSIDE AVE ",""," OLD FINCH AVE ","",1998-06-10T00:00:00.0000000,43.81879,-79.21502,2016-03-02T00:00:00.0000000,10386,102
1788," SEWELLS RD ",""," BRENYON WAY ","",1998-10-28T00:00:00.0000000,43.8077965,-79.21561,2010-12-15T00:00:00.0000000,5498,409
1789," SHEPPARD AVE E ",""," GATEFORTH DR ","",1998-03-07T00:00:00.0000000,43.7956,-79.23028,2012-04-16T00:00:00.0000000,10368,323
1790," TAPSCOTT RD ",""," NEWGALE GT "," PRIVATE ACCESS ",1998-10-15T00:00:00.0000000,43.81843,-79.23983,2017-07-19T00:00:00.0000000,10069,98
1791," EGLINTON AVE E ",""," LEBOVIC AVE ","",1998-11-05T00:00:00.0000000,43.72704,-79.29148,2010-04-01T00:00:00.0000000,29467,2191
1792," DUFFERIN ST ",""," SAMOR RD "," PRIVATE ACCESS ",1998-06-17T00:00:00.0000000,43.71828,-79.45564,2016-04-11T00:00:00.0000000,17066,974
1793," STEELES AVE W ",""," HIGHWAY 27 ","",1998-06-30T00:00:00.0000000,43.75549,-79.61409,2015-05-14T00:00:00.0000000,33940,70
1794," MCCOWAN RD ",""," KENHATCH BLVD ","",1998-07-16T00:00:00.0000000,43.80145,-79.26377,2015-04-30T00:00:00.0000000,14927,177
1795," WILSON AVE ",""," RIDGE RD ","",1998-08-13T00:00:00.0000000,43.72401,-79.49411,2016-04-07T00:00:00.0000000,15549,742
1797," KIPLING AVE ",""," GENTHORN AVE "," PRIVATE ACCESS ",1998-07-28T00:00:00.0000000,43.72347,-79.57233,2014-12-11T00:00:00.0000000,8900,253
1798," MEADOWVALE RD ",""," ZOO RD "," PRIVATE ACCESS ",1998-04-06T00:00:00.0000000,43.8229332,-79.17745,2009-07-19T00:00:00.0000000,5654,2155
1799," ELLESMERE RD ",""," DOLLY VARDEN BLVD ","",1999-10-08T00:00:00.0000000,43.77576,-79.23498,2016-03-21T00:00:00.0000000,13825,534
1800," OVERLEA BLVD ",""," WILLIAM MORGAN DR ","",1998-04-09T00:00:00.0000000,43.70805,-79.34136,2011-10-27T00:00:00.0000000,14252,1060
1801," DORIS AVE ",""," EMPRESS AVE ","",1998-01-09T00:00:00.0000000,43.7697372,-79.41079,2013-05-02T00:00:00.0000000,11120,3553
1802," YONGE ST "," 85m NORTH OF "," SHUTER ST ","",1998-12-23T00:00:00.0000000,43.65482,-79.38028,2014-05-06T00:00:00.0000000,5644,3945
1803," ISLINGTON AVE "," 25m NORTH OF "," WINNIPEG RD ","",1998-10-20T00:00:00.0000000,43.69267,-79.54467,2014-04-29T00:00:00.0000000,13772,37
1804," WESTON RD "," 285m SOUTHEAST OF "," LAWRENCE AVE W ","",1998-08-20T00:00:00.0000000,43.6989937,-79.5130539,2010-03-31T00:00:00.0000000,8934,256
1805," PARKSIDE DR ",""," INDIAN VALLEY CRES ","",1998-09-17T00:00:00.0000000,43.65115,-79.45851,2009-01-05T00:00:00.0000000,13710,366
1806," PARKSIDE DR ",""," SPRING RD ","",1998-09-17T00:00:00.0000000,43.64097,-79.45463,2016-12-10T00:00:00.0000000,13178,237
1807," ADELAIDE ST W ",""," BRANT ST ","",1998-10-27T00:00:00.0000000,43.6462173,-79.39813,2009-07-30T00:00:00.0000000,6505,1038
1808," BATHURST ST ",""," ROBINSON ST "," CARR ST ",1998-10-29T00:00:00.0000000,43.64893,-79.40465,2015-04-02T00:00:00.0000000,9841,2137
1809," DUNDAS ST W "," 200m EAST OF "," SCARLETT RD "," PRIVATE ACCESS ",1998-09-16T00:00:00.0000000,43.6657028,-79.49692,2016-05-10T00:00:00.0000000,14306,423
1811," LAKE SHORE BLVD E ",""," NORTHERN DANCER BLVD "," PRIVATE ACCESS ",1998-08-18T00:00:00.0000000,43.6634,-79.30969,2015-05-20T00:00:00.0000000,13170,390
1812," BROADVIEW AVE ",""," HILLSIDE DR "," PRIVATE ACCESS ",1998-12-16T00:00:00.0000000,43.686,-79.35627,2013-02-07T00:00:00.0000000,8093,362
1814," MIDLAND AVE ",""," LOCKIE AVE ","",1999-02-16T00:00:00.0000000,43.7889442,-79.28004,2013-01-22T00:00:00.0000000,10076,676
1815," MCNICOLL AVE ",""," EAGLE POINT RD ","",1999-11-10T00:00:00.0000000,43.80514,-79.32635,2017-07-24T00:00:00.0000000,9645,121
1817," MCNICOLL AVE ",""," SILVER SPRINGS BLVD ","",1999-01-06T00:00:00.0000000,43.81006,-79.30633,2009-12-17T00:00:00.0000000,10889,91
1818," ROYAL YORK RD ",""," NEWCASTLE ST ","",1999-08-07T00:00:00.0000000,43.61751,-79.49893,2015-01-06T00:00:00.0000000,8244,505
1819," MCNICOLL AVE ",""," HAROLD EVANS CRES "," PLACER CRT ",1999-07-22T00:00:00.0000000,43.80342,-79.34183,2012-02-16T00:00:00.0000000,7365,464
1820," SHEPPARD AVE E "," 30m EAST OF "," REIDMOUNT AVE "," PRIVATE ACCESS ",2001-03-23T00:00:00.0000000,43.784,-79.285,2014-04-05T00:00:00.0000000,15001,515
1821," POYNTZ AVE ",""," BEECROFT RD ","",1999-08-04T00:00:00.0000000,43.75963,-79.41211,2013-04-30T00:00:00.0000000,6440,74
1823," BAYVIEW AVE ",""," TUDOR GT ","",1999-06-30T00:00:00.0000000,43.74341,-79.38326,2012-04-19T00:00:00.0000000,22602,30
1824," KINGSTON RD "," 375m SOUTHWEST OF "," BRIMLEY RD S "," PRIVATE ACCESS ",1999-10-09T00:00:00.0000000,43.7155762,-79.24354,2011-06-29T00:00:00.0000000,18318,144
1825," EGLINTON AVE E ",""," TORRANCE RD "," PRIVATE ACCESS ",1999-07-16T00:00:00.0000000,43.7396,-79.23525,2010-12-13T00:00:00.0000000,20519,1102
1826," BRIMLEY RD ",""," GOLDEN GATE CRT "," OMNI DR ",1999-08-09T00:00:00.0000000,43.77197,-79.26187,2016-03-21T00:00:00.0000000,17012,247
1827," LAWRENCE AVE E ",""," BRIDGEPORT DR "," CHARLOTTETOWN BLVD ",1999-06-18T00:00:00.0000000,43.77865,-79.14079,2018-01-31T00:00:00.0000000,6264,735
1828," EASTERN AVE "," 175m EAST OF "," COXWELL AVE "," PRIVATE ACCESS ",1999-01-06T00:00:00.0000000,43.66597,-79.31427,2016-04-25T00:00:00.0000000,7506,112
1829," STEELES AVE E "," 225m WEST OF "," VICTORIA PARK AVE "," PRIVATE ACCESS ",2000-02-02T00:00:00.0000000,43.81496,-79.3442,2008-03-17T00:00:00.0000000,28023,410
1830," VICTORIA PARK AVE "," 237m SOUTH OF "," STEELES AVE E "," PRIVATE ACCESS ",1999-12-23T00:00:00.0000000,43.81364,-79.34048,2012-07-23T00:00:00.0000000,12962,105
1831," ANNETTE ST ",""," EVELYN AVE ","",2007-03-08T00:00:00.0000000,43.66112,-79.4752,2012-01-09T00:00:00.0000000,7466,1004
1832," THE QUEENSWAY "," 230m EAST OF "," THE WEST MALL "," PRIVATE ACCESS ",1999-08-10T00:00:00.0000000,43.61363,-79.56037,2008-05-27T00:00:00.0000000,21270,101
1834," OVERLEA BLVD "," 175m WEST OF "," THORNCLIFFE PARK DR "," PRIVATE ACCESS ",2000-03-24T00:00:00.0000000,43.70703,-79.34566,2011-10-27T00:00:00.0000000,10759,675
1835," BLOOR ST W ",""," FORESTVIEW RD "," MAPLEDAWN RD ",1999-07-29T00:00:00.0000000,43.6328,-79.5734,2011-06-14T00:00:00.0000000,10736,249
1836," O CONNOR DR ",""," GLENWOOD CRES ","",2001-01-23T00:00:00.0000000,43.70273,-79.31568,2012-05-28T00:00:00.0000000,19267,384
1837," LAWRENCE AVE W ",""," GLEN RUSH BLVD ","",1999-08-19T00:00:00.0000000,43.71999,-79.42664,2012-05-03T00:00:00.0000000,14129,527
1838," LAWRENCE AVE E ",""," EAST AVE "," PRIVATE ACCESS ",1999-08-16T00:00:00.0000000,43.78072,-79.13159,2018-01-25T00:00:00.0000000,3522,1394
1839," WARDEN AVE "," 75m NORTH OF "," MACK AVE ","",1999-03-09T00:00:00.0000000,43.70027,-79.27608,2011-01-27T00:00:00.0000000,6587,291
1840," THE EAST MALL "," 70m NORTH OF "," CANTLE PATH "," PRIVATE ACCESS ",1999-09-15T00:00:00.0000000,43.6446533,-79.558876,2008-03-26T00:00:00.0000000,7316,183
1841," COMMISSIONERS ST ",""," DON ROADWAY "," PRIVATE ACCESS ",2000-04-27T00:00:00.0000000,43.64855,-79.34502,2012-05-16T00:00:00.0000000,4750,21
1843," COMMISSIONERS ST ",""," CARLAW AVE "," PRIVATE ACCESS ",2000-04-27T00:00:00.0000000,43.65265,-79.33556,2013-04-22T00:00:00.0000000,5309,28
1844," LESLIE ST ",""," COMMISSIONERS ST "," NORTH SERVICE RD ",2000-04-27T00:00:00.0000000,43.65655,-79.32635,2013-04-22T00:00:00.0000000,6556,67
1845," FRONT ST E ",""," GEORGE ST "," GEORGE ST S ",2000-11-02T00:00:00.0000000,43.64984,-79.37032,2013-07-30T00:00:00.0000000,7485,6045
1846," VICTORIA PARK AVE ",""," MUSGRAVE ST "," PRIVATE ACCESS ",2000-04-25T00:00:00.0000000,43.68795,-79.28697,2013-08-07T00:00:00.0000000,12033,1076
1847," DUNDAS ST W ",""," MABELLE AVE ","",1999-10-28T00:00:00.0000000,43.64678,-79.53052,2016-05-12T00:00:00.0000000,11830,819
